loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_disc,st_glon,st_glat,st_radv,st_radverr1,st_radverr2,st_radvlim
2197,Kepler-186,f,Kepler-186 f,Transit,129.94410000,0.00130000,-0.00120000,0,0.432000,0.171000,-0.053000,0,0.040000,0.070000,-0.040000,-1,89.960,0.040,-0.100,0,,,,,0.104,0.007,-0.007,0,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172.00,13.00,-10.00,0,14.625,,0,3755.00,90.00,-90.00,0,0.54,0.02,-0.02,0,0.52,0.02,-0.02,0,2015-01-14,,,,,2014,78.519883,8.170693,,,,
2198,Kepler-187,b,Kepler-187 b,Transit,4.93886400,0.00005800,-0.00005800,0,0.059000,,,0,,,,,,,,,,,,,0.126,0.025,-0.025,0,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,867.00,124.32,-87.04,0,14.173,,0,6105.00,129.00,-129.00,0,,,,,1.29,0.25,-0.25,0,2014-05-14,,,,,2014,79.057568,7.529827,,,,
2199,Kepler-187,c,Kepler-187 c,Transit,10.64026300,0.00004800,-0.00004800,0,0.099000,,,0,,,,,,,,,,,,,0.238,0.046,-0.046,0,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,867.00,124.32,-87.04,0,14.173,,0,6105.00,129.00,-129.00,0,,,,,1.29,0.25,-0.25,0,2014-05-14,,,,,2014,79.057568,7.529827,,,,
2200,Kepler-188,b,Kepler-188 b,Transit,2.06189700,0.00001000,-0.00001000,0,0.032000,,,0,,,,,,,,,,,,,0.150,0.068,-0.068,0,18h45m07.13s,281.279710,+44d18m55.9s,44.315533,896.00,153.21,-70.33,0,14.674,,0,6021.00,200.00,-200.00,0,,,,,1.14,0.51,-0.51,0,2014-05-14,,,,,2014,73.519500,19.640138,-8.36,0.09,-0.09,0
2201,Kepler-188,c,Kepler-188 c,Transit,5.99655300,0.00001500,-0.00001500,0,0.066000,,,0,,,,,,,,,,,,,0.285,0.129,-0.129,0,18h45m07.13s,281.279710,+44d18m55.9s,44.315533,896.00,153.21,-70.33,0,14.674,,0,6021.00,200.00,-200.00,0,,,,,1.14,0.51,-0.51,0,2014-05-14,,,,,2014,73.519500,19.640138,-8.36,0.09,-0.09,0
2202,Kepler-189,b,Kepler-189 b,Transit,10.39993100,0.00008500,-0.00008500,0,0.088000,,,0,,,,,,,,,,,,,0.108,0.054,-0.054,0,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,618.00,34.39,-34.30,0,14.859,,0,5235.00,200.00,-200.00,0,,,,,0.75,0.38,-0.38,0,2014-05-14,,,,,2014,75.206576,15.441296,,,,
2203,Kepler-189,c,Kepler-189 c,Transit,20.13486600,0.00005700,-0.00005700,0,0.137000,,,0,,,,,,,,,,,,,0.212,0.106,-0.106,0,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,618.00,34.39,-34.30,0,14.859,,0,5235.00,200.00,-200.00,0,,,,,0.75,0.38,-0.38,0,2014-05-14,,,,,2014,75.206576,15.441296,,,,
2204,Kepler-19,b,Kepler-19 b,Transit,9.28716000,0.00004000,-0.00006000,0,,,,,0.120000,0.020000,-0.020000,0,,,,,0.02643,0.00503,-0.00472,0,,,,,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119.00,,,0,11.898,,0,5544.00,20.00,-20.00,0,0.94,0.04,-0.04,0,0.86,0.02,-0.02,0,2017-04-13,,,,,2011,70.102371,10.797088,-11.01,0.70,-0.70,0
2205,Kepler-19,c,Kepler-19 c,Transit Timing Variations,28.73100000,0.01200000,-0.00500000,0,,,,,0.210000,0.050000,-0.070000,0,,,,,0.04122,0.00850,-0.00850,0,,,,,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119.00,,,0,11.898,,0,5544.00,20.00,-20.00,0,0.94,0.04,-0.04,0,0.86,0.02,-0.02,0,2017-04-13,,,,,2011,70.102371,10.797088,-11.01,0.70,-0.70,0
2206,Kepler-19,d,Kepler-19 d,Radial Velocity,62.95000000,0.04000000,-0.30000000,0,,,,,0.050000,0.160000,-0.010000,0,,,,,0.07079,0.00378,-0.01762,0,,,,,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119.00,,,0,11.898,,0,5544.00,20.00,-20.00,0,0.94,0.04,-0.04,0,0.86,0.02,-0.02,0,2017-04-13,,,,,2017,70.102371,10.797088,-11.01,0.70,-0.70,0
2207,Kepler-190,b,Kepler-190 b,Transit,2.01999900,0.00000300,-0.00000300,0,0.030000,,,0,,,,,,,,,,,,,0.139,0.010,-0.010,0,19h14m20.17s,288.584039,+44d44m01.7s,44.733799,455.00,13.38,-13.72,0,14.137,,0,5106.00,100.00,-100.00,0,,,,,0.80,0.05,-0.05,0,2014-05-14,,,,,2014,75.912612,14.943492,,,,
2208,Kepler-190,c,Kepler-190 c,Transit,3.76302400,0.00000900,-0.00000900,0,0.045000,,,0,,,,,,,,,,,,,0.130,0.009,-0.009,0,19h14m20.17s,288.584039,+44d44m01.7s,44.733799,455.00,13.38,-13.72,0,14.137,,0,5106.00,100.00,-100.00,0,,,,,0.80,0.05,-0.05,0,2014-05-14,,,,,2014,75.912612,14.943492,,,,
2209,Kepler-191,b,Kepler-191 b,Transit,9.93963200,0.00006600,-0.00006600,0,0.087000,,,0,,,,,,,,,,,,,0.120,0.059,-0.059,0,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,626.00,42.59,-36.56,0,14.808,,0,5282.00,200.00,-200.00,0,,,,,0.79,0.39,-0.39,0,2014-05-14,,,,,2014,77.247262,13.512294,,,,
2210,Kepler-191,c,Kepler-191 c,Transit,17.73850600,0.00008200,-0.00008200,0,0.128000,,,0,,,,,,,,,,,,,0.166,0.082,-0.082,0,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,626.00,42.59,-36.56,0,14.808,,0,5282.00,200.00,-200.00,0,,,,,0.79,0.39,-0.39,0,2014-05-14,,,,,2014,77.247262,13.512294,,,,
2211,Kepler-191,d,Kepler-191 d,Transit,5.94504102,0.00000763,-0.00000763,0,,,,,,,,,,,,,,,,,0.203,0.014,-0.012,0,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,626.00,42.59,-36.56,0,14.808,,0,5282.00,200.00,-200.00,0,,,,,0.79,0.39,-0.39,0,2016-05-10,,,,,2016,77.247262,13.512294,,,,
2212,Kepler-192,b,Kepler-192 b,Transit,9.92674600,0.00001800,-0.00001800,0,0.090000,,,0,,,,,,,,,,,,,0.244,0.040,-0.040,0,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,616.00,51.02,-37.32,0,14.129,,0,5479.00,100.00,-100.00,0,,,,,1.01,0.16,-0.16,0,2014-05-14,,,,,2014,76.538719,15.714193,,,,
2213,Kepler-192,c,Kepler-192 c,Transit,21.22340000,0.00007600,-0.00007600,0,0.150000,,,0,,,,,,,,,,,,,0.249,0.046,-0.046,0,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,616.00,51.02,-37.32,0,14.129,,0,5479.00,100.00,-100.00,0,,,,,1.01,0.16,-0.16,0,2014-05-14,,,,,2014,76.538719,15.714193,,,,
2214,Kepler-192,d,Kepler-192 d,Transit,6.47027579,0.00004320,-0.00004320,0,,,,,,,,,,,,,,,,,0.091,0.009,-0.006,0,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,616.00,51.02,-37.32,0,14.129,,0,5479.00,100.00,-100.00,0,,,,,1.01,0.16,-0.16,0,2016-05-10,,,,,2016,76.538719,15.714193,,,,
2215,Kepler-193,b,Kepler-193 b,Transit,11.38848000,0.00005400,-0.00005400,0,0.106000,,,0,,,,,,,,,,,,,0.213,0.096,-0.096,0,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,1196.00,525.26,-171.61,0,14.615,,0,6335.00,200.00,-200.00,0,,,,,1.15,0.52,-0.52,0,2014-05-14,,,,,2014,80.090006,10.773542,,,,
2216,Kepler-193,c,Kepler-193 c,Transit,50.69749400,0.00044600,-0.00044600,0,0.286000,,,0,,,,,,,,,,,,,0.245,0.111,-0.111,0,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,1196.00,525.26,-171.61,0,14.615,,0,6335.00,200.00,-200.00,0,,,,,1.15,0.52,-0.52,0,2014-05-14,,,,,2014,80.090006,10.773542,,,,
2217,Kepler-194,b,Kepler-194 b,Transit,2.09228100,0.00000800,-0.00000800,0,0.032000,,,0,,,,,,,,,,,,,0.135,0.070,-0.070,0,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1218.00,296.21,-128.88,0,14.915,,0,6089.00,200.00,-200.00,0,,,,,1.02,0.54,-0.54,0,2014-05-14,,,,,2014,79.853703,14.098073,,,,
2218,Kepler-194,c,Kepler-194 c,Transit,17.30803200,0.00007900,-0.00007900,0,0.131000,,,0,,,,,,,,,,,,,0.231,0.121,-0.121,0,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1218.00,296.21,-128.88,0,14.915,,0,6089.00,200.00,-200.00,0,,,,,1.02,0.54,-0.54,0,2014-05-14,,,,,2014,79.853703,14.098073,,,,
2219,Kepler-194,d,Kepler-194 d,Transit,52.81497300,0.00048100,-0.00048100,0,0.275000,,,0,,,,,,,,,,,,,0.214,0.112,-0.112,0,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1218.00,296.21,-128.88,0,14.915,,0,6089.00,200.00,-200.00,0,,,,,1.02,0.54,-0.54,0,2014-05-14,,,,,2014,79.853703,14.098073,,,,
2220,Kepler-195,b,Kepler-195 b,Transit,8.30787200,0.00002000,-0.00002000,0,0.077000,,,0,,,,,,,,,,,,,0.181,0.066,-0.066,0,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,649.00,43.23,-48.37,0,14.813,,0,5329.00,200.00,-200.00,0,,,,,0.78,0.28,-0.28,0,2014-05-14,,,,,2014,78.874168,16.501529,,,,
2221,Kepler-195,c,Kepler-195 c,Transit,34.09686300,0.00037100,-0.00037100,0,0.197000,,,0,,,,,,,,,,,,,0.138,0.051,-0.051,0,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,649.00,43.23,-48.37,0,14.813,,0,5329.00,200.00,-200.00,0,,,,,0.78,0.28,-0.28,0,2014-05-14,,,,,2014,78.874168,16.501529,,,,
2222,Kepler-196,b,Kepler-196 b,Transit,20.73988600,0.00006600,-0.00006600,0,0.138000,,,0,,,,,,,,,,,,,0.170,0.013,-0.013,0,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,452.00,14.81,-13.75,0,14.157,,0,5128.00,100.00,-100.00,0,,,,,0.78,0.06,-0.06,0,2014-05-14,,,,,2014,72.315010,16.336176,,,,
2223,Kepler-196,c,Kepler-196 c,Transit,47.42773700,0.00022300,-0.00022300,0,0.240000,,,0,,,,,,,,,,,,,0.200,0.015,-0.015,0,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,452.00,14.81,-13.75,0,14.157,,0,5128.00,100.00,-100.00,0,,,,,0.78,0.06,-0.06,0,2014-05-14,,,,,2014,72.315010,16.336176,,,,
2224,Kepler-197,b,Kepler-197 b,Transit,5.59930800,0.00002300,-0.00002300,0,0.060000,,,0,,,,,,,,,,,,,0.091,0.004,-0.004,0,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,341.00,11.72,-11.43,0,11.811,,0,6004.00,102.00,-102.00,0,,,,,1.12,0.03,-0.03,0,2014-05-14,,,,,2014,83.303885,13.359289,1.23,0.63,-0.63,0
2225,Kepler-197,c,Kepler-197 c,Transit,10.34969500,0.00004500,-0.00004500,0,0.090000,,,0,,,,,,,,,,,,,0.110,0.004,-0.004,0,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,341.00,11.72,-11.43,0,11.811,,0,6004.00,102.00,-102.00,0,,,,,1.12,0.03,-0.03,0,2014-05-14,,,,,2014,83.303885,13.359289,1.23,0.63,-0.63,0
2226,Kepler-197,d,Kepler-197 d,Transit,15.67756300,0.00009600,-0.00009600,0,0.119000,,,0,,,,,,,,,,,,,0.109,0.009,-0.009,0,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,341.00,11.72,-11.43,0,11.811,,0,6004.00,102.00,-102.00,0,,,,,1.12,0.03,-0.03,0,2014-05-14,,,,,2014,83.303885,13.359289,1.23,0.63,-0.63,0
2227,Kepler-197,e,Kepler-197 e,Transit,25.20971500,0.00038700,-0.00038700,0,0.164000,,,0,,,,,,,,,,,,,0.081,0.004,-0.004,0,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,341.00,11.72,-11.43,0,11.811,,0,6004.00,102.00,-102.00,0,,,,,1.12,0.03,-0.03,0,2014-05-14,,,,,2014,83.303885,13.359289,1.23,0.63,-0.63,0
2228,Kepler-198,b,Kepler-198 b,Transit,17.79003700,0.00003500,-0.00003500,0,0.131000,,,0,,,,,,,,,,,,,0.252,0.037,-0.037,0,19h22m41.55s,290.673130,+38d41m27.6s,38.691011,512.00,26.59,-23.84,0,13.597,,0,5574.00,100.00,-100.00,0,,,,,0.94,0.14,-0.14,0,2014-05-14,,,,,2014,70.958646,10.988152,,,,
2229,Kepler-198,c,Kepler-198 c,Transit,49.56741600,0.00022000,-0.00022000,0,0.259000,,,0,,,,,,,,,,,,,0.220,0.033,-0.033,0,19h22m41.55s,290.673130,+38d41m27.6s,38.691011,512.00,26.59,-23.84,0,13.597,,0,5574.00,100.00,-100.00,0,,,,,0.94,0.14,-0.14,0,2014-05-14,,,,,2014,70.958646,10.988152,,,,
2230,Kepler-198,d,Kepler-198 d,Transit,1.31184443,0.00000133,-0.00000133,0,,,,,,,,,,,,,,,,,0.136,0.008,-0.006,0,19h22m41.55s,290.673130,+38d41m27.6s,38.691011,512.00,26.59,-23.84,0,13.597,,0,5574.00,100.00,-100.00,0,,,,,0.94,0.14,-0.14,0,2016-05-10,,,,,2016,70.958646,10.988152,,,,
2231,Kepler-199,b,Kepler-199 b,Transit,23.63760400,0.00005000,-0.00005000,0,0.158000,,,0,,,,,,,,,,,,,0.277,0.050,-0.050,0,19h42m14.26s,295.559419,+40d14m10.6s,40.236271,493.00,11.80,-11.98,0,13.595,,0,5644.00,117.00,-117.00,0,,,,,0.97,0.17,-0.17,0,2014-05-14,,,,,2014,74.108404,8.347483,,,,
2232,Kepler-199,c,Kepler-199 c,Transit,67.09340800,0.00019000,-0.00019000,0,0.316000,,,0,,,,,,,,,,,,,0.290,0.052,-0.052,0,19h42m14.26s,295.559419,+40d14m10.6s,40.236271,493.00,11.80,-11.98,0,13.595,,0,5644.00,117.00,-117.00,0,,,,,0.97,0.17,-0.17,0,2014-05-14,,,,,2014,74.108404,8.347483,,,,
2233,Kepler-20,b,Kepler-20 b,Transit,3.69611525,0.00000115,-0.00000087,0,0.046300,0.000900,-0.001500,0,0.030000,0.090000,-0.030000,0,87.355,0.215,-1.594,0,0.03052,0.00444,-0.00453,0,0.167,0.006,-0.003,0,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290.00,30.00,-30.00,0,12.510,,0,5495.00,50.00,-50.00,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,1105,37,-37,0,2011,73.377020,14.573594,-20.93,0.00,0.00,0
2234,Kepler-20,c,Kepler-20 c,Transit,10.85409089,0.00000303,-0.00000260,0,0.094900,0.002700,-0.002300,0,0.160000,0.010000,-0.090000,0,89.815,0.036,-0.632,0,0.04012,0.00683,-0.00705,0,0.272,0.006,-0.005,0,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290.00,30.00,-30.00,0,12.510,,0,5495.00,50.00,-50.00,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,772,26,-26,0,2011,73.377020,14.573594,-20.93,0.00,0.00,0
2235,Kepler-20,d,Kepler-20 d,Transit,77.61130017,0.00012305,-0.00011588,0,0.350600,0.008100,-0.010100,0,,,,,89.708,0.165,-0.053,0,0.03168,0.01249,-0.01164,0,0.245,0.007,-0.005,0,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290.00,30.00,-30.00,0,12.510,,0,5495.00,50.00,-50.00,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,401,13,-13,0,2011,73.377020,14.573594,-20.93,0.00,0.00,0
2236,Kepler-20,e,Kepler-20 e,Transit,6.09852281,0.00000608,-0.00001351,0,0.063900,0.001900,-0.001400,0,,,,,87.632,1.085,-0.128,0,,,,,0.077,0.002,-0.002,0,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290.00,30.00,-30.00,0,12.510,,0,5495.00,50.00,-50.00,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,,,,,2011,73.377020,14.573594,-20.93,0.00,0.00,0
2237,Kepler-20,f,Kepler-20 f,Transit,19.57758478,0.00009037,-0.00012256,0,0.139600,0.003600,-0.003500,0,,,,,88.788,0.426,-0.072,0,,,,,0.089,0.004,-0.008,0,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290.00,30.00,-30.00,0,12.510,,0,5495.00,50.00,-50.00,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,,,,,2011,73.377020,14.573594,-20.93,0.00,0.00,0
2238,Kepler-20,g,Kepler-20 g,Radial Velocity,34.94000000,0.03800000,-0.03500000,0,0.205500,0.002200,-0.002100,0,0.150000,0.010000,-0.100000,0,,,,,0.06280,0.00969,-0.01136,0,,,,,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290.00,30.00,-30.00,0,12.510,,0,5495.00,50.00,-50.00,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,524,12,-12,0,2016,73.377020,14.573594,-20.93,0.00,0.00,0
2239,Kepler-200,b,Kepler-200 b,Transit,8.59480500,0.00003600,-0.00003600,0,0.080000,,,0,,,,,,,,,,,,,0.190,0.037,-0.037,0,18h57m38.38s,284.409920,+41d14m14.9s,41.237465,658.00,46.48,-39.17,0,13.984,,0,5678.00,100.00,-100.00,0,,,,,0.94,0.16,-0.16,0,2014-05-14,,,,,2014,71.338626,16.407646,,,,
2240,Kepler-200,c,Kepler-200 c,Transit,10.22215700,0.00005300,-0.00005300,0,0.090000,,,0,,,,,,,,,,,,,0.142,0.026,-0.026,0,18h57m38.38s,284.409920,+41d14m14.9s,41.237465,658.00,46.48,-39.17,0,13.984,,0,5678.00,100.00,-100.00,0,,,,,0.94,0.16,-0.16,0,2014-05-14,,,,,2014,71.338626,16.407646,,,,
2241,Kepler-201,b,Kepler-201 b,Transit,25.67208300,0.00007500,-0.00007500,0,0.175000,,,0,,,,,,,,,,,,,0.219,0.043,-0.043,0,19h34m30.25s,293.626040,+41d16m22.2s,41.272827,613.00,43.73,-32.30,0,13.004,,0,6065.00,117.00,-117.00,0,,,,,1.23,0.24,-0.24,0,2014-05-14,,,,,2014,74.338725,10.127209,,,,
2242,Kepler-201,c,Kepler-201 c,Transit,151.88405800,0.00201400,-0.00201400,0,0.573000,,,0,,,,,,,,,,,,,0.254,0.054,-0.054,0,19h34m30.25s,293.626040,+41d16m22.2s,41.272827,613.00,43.73,-32.30,0,13.004,,0,6065.00,117.00,-117.00,0,,,,,1.23,0.24,-0.24,0,2014-05-14,,,,,2014,74.338725,10.127209,,,,
2243,Kepler-202,b,Kepler-202 b,Transit,4.06942700,0.00000700,-0.00000700,0,0.045000,,,0,,,,,,,,,,,,,0.145,0.009,-0.009,0,18h51m53.62s,282.973419,+41d19m19.2s,41.322006,302.00,7.32,-8.12,0,13.872,,0,4668.00,100.00,-100.00,0,,,,,0.67,0.03,-0.03,0,2014-05-14,,,,,2014,71.006594,17.442828,,,,
2244,Kepler-202,c,Kepler-202 c,Transit,16.28249300,0.00003800,-0.00003800,0,0.113000,,,0,,,,,,,,,,,,,0.165,0.009,-0.009,0,18h51m53.62s,282.973419,+41d19m19.2s,41.322006,302.00,7.32,-8.12,0,13.872,,0,4668.00,100.00,-100.00,0,,,,,0.67,0.03,-0.03,0,2014-05-14,,,,,2014,71.006594,17.442828,,,,
2245,Kepler-203,b,Kepler-203 b,Transit,3.16269700,0.00000400,-0.00000400,0,0.043000,,,0,,,,,,,,,,,,,0.229,0.046,-0.046,0,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,697.00,82.93,-58.22,0,13.989,,0,5821.00,100.00,-100.00,0,,,,,1.11,0.21,-0.21,0,2014-05-14,,,,,2014,75.693551,7.893848,,,,
2246,Kepler-203,c,Kepler-203 c,Transit,5.37064700,0.00000800,-0.00000800,0,0.061000,,,0,,,,,,,,,,,,,0.220,0.042,-0.042,0,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,697.00,82.93,-58.22,0,13.989,,0,5821.00,100.00,-100.00,0,,,,,1.11,0.21,-0.21,0,2014-05-14,,,,,2014,75.693551,7.893848,,,,
2247,Kepler-203,d,Kepler-203 d,Transit,11.32972000,0.00008000,-0.00008000,0,0.100000,,,0,,,,,,,,,,,,,0.128,0.025,-0.025,0,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,697.00,82.93,-58.22,0,13.989,,0,5821.00,100.00,-100.00,0,,,,,1.11,0.21,-0.21,0,2014-05-14,,,,,2014,75.693551,7.893848,,,,
2248,Kepler-204,b,Kepler-204 b,Transit,14.40097400,0.00005600,-0.00005600,0,0.117000,,,0,,,,,,,,,,,,,0.226,0.048,-0.048,0,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,769.00,108.81,-81.35,0,13.909,,0,5812.00,100.00,-100.00,0,,,,,1.24,0.26,-0.26,0,2014-05-14,,,,,2014,72.120103,15.955386,,,,
2249,Kepler-204,c,Kepler-204 c,Transit,25.66059300,0.00028800,-0.00028800,0,0.173000,,,0,,,,,,,,,,,,,0.160,0.035,-0.035,0,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,769.00,108.81,-81.35,0,13.909,,0,5812.00,100.00,-100.00,0,,,,,1.24,0.26,-0.26,0,2014-05-14,,,,,2014,72.120103,15.955386,,,,
2250,Kepler-205,b,Kepler-205 b,Transit,2.75564000,0.00000200,-0.00000200,0,0.032000,,,0,,,,,,,,,,,,,0.135,0.012,-0.012,0,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,150.00,9.28,-10.29,0,13.506,,0,4321.00,100.00,-100.00,0,,,,,0.55,0.02,-0.02,0,2014-05-14,,,,,2014,72.197900,16.034520,44.12,1.75,-1.75,0
2251,Kepler-205,c,Kepler-205 c,Transit,20.30654600,0.00003800,-0.00003800,0,0.122000,,,0,,,,,,,,,,,,,0.146,0.011,-0.011,0,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,150.00,9.28,-10.29,0,13.506,,0,4321.00,100.00,-100.00,0,,,,,0.55,0.02,-0.02,0,2014-05-14,,,,,2014,72.197900,16.034520,44.12,1.75,-1.75,0
2252,Kepler-206,b,Kepler-206 b,Transit,7.78198700,0.00005800,-0.00005800,0,0.078000,,,0,,,,,,,,,,,,,0.107,0.021,-0.021,0,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,617.00,94.57,-63.23,0,13.484,,0,5764.00,100.00,-100.00,0,,,,,1.19,0.23,-0.23,0,2014-05-14,,,,,2014,74.166844,11.710517,,,,
2253,Kepler-206,c,Kepler-206 c,Transit,13.13747100,0.00006500,-0.00006500,0,0.111000,,,0,,,,,,,,,,,,,0.158,0.030,-0.030,0,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,617.00,94.57,-63.23,0,13.484,,0,5764.00,100.00,-100.00,0,,,,,1.19,0.23,-0.23,0,2014-05-14,,,,,2014,74.166844,11.710517,,,,
2254,Kepler-206,d,Kepler-206 d,Transit,23.44281000,0.00045300,-0.00045300,0,0.163000,,,0,,,,,,,,,,,,,0.106,0.021,-0.021,0,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,617.00,94.57,-63.23,0,13.484,,0,5764.00,100.00,-100.00,0,,,,,1.19,0.23,-0.23,0,2014-05-14,,,,,2014,74.166844,11.710517,,,,
2255,Kepler-207,b,Kepler-207 b,Transit,1.61186500,0.00000600,-0.00000600,0,0.029000,,,0,,,,,,,,,,,,,0.140,0.027,-0.027,0,19h20m07.32s,290.030517,+42d09m57.8s,42.166050,760.00,157.44,-126.86,0,13.182,,0,5920.00,116.00,-116.00,0,,,,,1.59,0.30,-0.30,0,2014-05-14,,,,,2014,73.947193,12.929289,,,,
2256,Kepler-207,c,Kepler-207 c,Transit,3.07157100,0.00001600,-0.00001600,0,0.044000,,,0,,,,,,,,,,,,,0.134,0.026,-0.026,0,19h20m07.32s,290.030517,+42d09m57.8s,42.166050,760.00,157.44,-126.86,0,13.182,,0,5920.00,116.00,-116.00,0,,,,,1.59,0.30,-0.30,0,2014-05-14,,,,,2014,73.947193,12.929289,,,,
2257,Kepler-207,d,Kepler-207 d,Transit,5.86807500,0.00000900,-0.00000900,0,0.068000,,,0,,,,,,,,,,,,,0.295,0.056,-0.056,0,19h20m07.32s,290.030517,+42d09m57.8s,42.166050,760.00,157.44,-126.86,0,13.182,,0,5920.00,116.00,-116.00,0,,,,,1.59,0.30,-0.30,0,2014-05-14,,,,,2014,73.947193,12.929289,,,,
2258,Kepler-208,b,Kepler-208 b,Transit,4.22864000,0.00001800,-0.00001800,0,0.054000,,,0,,,,,,,,,,,,,0.145,0.027,-0.027,0,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,856.00,163.81,-142.57,0,13.749,,0,6092.00,100.00,-100.00,0,,,,,1.31,0.24,-0.24,0,2014-05-14,,,,,2014,75.563879,10.528938,,,,
2259,Kepler-208,c,Kepler-208 c,Transit,7.46662300,0.00006700,-0.00006700,0,0.079000,,,0,,,,,,,,,,,,,0.124,0.023,-0.023,0,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,856.00,163.81,-142.57,0,13.749,,0,6092.00,100.00,-100.00,0,,,,,1.31,0.24,-0.24,0,2014-05-14,,,,,2014,75.563879,10.528938,,,,
2260,Kepler-208,d,Kepler-208 d,Transit,11.13178600,0.00013100,-0.00013100,0,0.103000,,,0,,,,,,,,,,,,,0.107,0.021,-0.021,0,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,856.00,163.81,-142.57,0,13.749,,0,6092.00,100.00,-100.00,0,,,,,1.31,0.24,-0.24,0,2014-05-14,,,,,2014,75.563879,10.528938,,,,
2261,Kepler-208,e,Kepler-208 e,Transit,16.25945800,0.00017600,-0.00017600,0,0.132000,,,0,,,,,,,,,,,,,0.132,0.025,-0.025,0,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,856.00,163.81,-142.57,0,13.749,,0,6092.00,100.00,-100.00,0,,,,,1.31,0.24,-0.24,0,2014-05-14,,,,,2014,75.563879,10.528938,,,,
