loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_disc,st_glon,st_glat,st_radv,st_radverr1,st_radverr2,st_radvlim
1179,K2-72,e,K2-72 e,Transit,24.15886800,0.00372600,-0.00385000,0,0.106000,0.009000,-0.013000,0,0.110000,0.198676,-0.086832,0,89.680,0.220,-0.320,0,,,,0,0.115,0.012,-0.012,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.20,-0.20,0,15.309,0.050,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,2017-10-26,,,,0,2016,51.459868,-49.939811,,,,
1180,K2-73,b,K2-73 b,Transit,7.49543000,0.00059000,-0.00059000,0,0.076190,0.000720,-0.000720,0,,,,,,,,,,,,,0.219,0.019,-0.019,0,22h20m06.12s,335.025482,-09d03m21.9s,-9.056093,271.27,2.54,-2.54,0,11.345,0.146,0,5922.00,76.00,-76.00,0,1.05,0.03,-0.03,0,1.06,0.07,-0.07,0,2016-07-18,,,,,2016,52.520661,-49.988445,-38.41,0.93,-0.93,0
1181,K2-74,b,K2-74 b,Transit,19.56660000,0.00330000,-0.00330000,0,0.140200,0.001500,-0.001500,0,,,,,,,,,,,,,0.206,0.017,-0.017,0,22h39m40.64s,339.919342,-08d42m52.2s,-8.714505,381.85,6.78,-6.78,0,12.588,0.031,0,6060.00,86.00,-86.00,0,0.96,0.03,-0.03,0,0.98,0.06,-0.06,0,2016-07-18,,,,,2016,57.296869,-53.840382,28.65,0.91,-0.91,0
1182,K2-75,b,K2-75 b,Transit,7.81420000,0.00210000,-0.00210000,0,0.081000,0.001400,-0.001400,0,,,,,,,,,,,,,0.238,0.029,-0.029,0,22h35m22.76s,338.844849,-07d28m11.5s,-7.469853,570.86,15.34,-15.34,0,12.701,0.031,0,5995.00,94.00,-94.00,0,1.16,0.06,-0.06,0,1.56,0.15,-0.15,0,2016-07-18,,,,,2016,57.966762,-52.253349,4.37,2.93,-2.93,0
1183,K2-75,c,K2-75 c,Transit,18.31100000,0.01400000,-0.01400000,0,0.142900,0.002500,-0.002500,0,,,,,,,,,,,,,0.247,0.034,-0.034,0,22h35m22.76s,338.844849,-07d28m11.5s,-7.469853,570.86,15.34,-15.34,0,12.701,0.031,0,5995.00,94.00,-94.00,0,1.16,0.06,-0.06,0,1.56,0.15,-0.15,0,2016-07-18,,,,,2016,57.966762,-52.253349,4.37,2.93,-2.93,0
1184,K2-77,b,K2-77 b,Transit,8.19979600,0.00068300,-0.00071900,0,,,,,0.140000,0.220000,-0.090000,0,88.700,0.800,-0.800,0,1.90000,,,1,0.205,0.014,-0.014,0,03h40m54.82s,55.228428,+12d34m21.4s,12.572612,142.31,0.87,-0.87,0,12.158,0.093,0,4970.00,45.00,-45.00,0,0.80,0.12,-0.12,0,0.76,0.03,-0.03,0,2016-09-29,,,,,2016,174.466681,-32.855113,7.35,0.20,-0.20,0
1185,K2-79,b,K2-79 b,Transit,10.99573000,0.00070000,-0.00070000,0,0.098700,0.001200,-0.001200,0,,,,,,,,,,,,,0.329,0.035,-0.035,0,03h41m01.42s,55.255905,+13d31m09.7s,13.519372,257.90,2.34,-2.34,0,12.075,0.060,0,5926.00,86.00,-86.00,0,1.06,0.04,-0.04,0,1.28,0.12,-0.12,0,2016-07-18,,,,,2016,173.690228,-32.170735,-10.63,0.88,-0.88,0
1186,K2-8,b,K2-8 b,Transit,10.35239000,0.00086000,-0.00086000,0,0.085600,0.001400,-0.001400,0,,,,,86.420,2.560,-1.370,0,,,,,0.319,0.063,-0.063,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,407.93,11.83,-11.83,0,14.610,0.030,0,4870.00,60.00,-60.00,0,0.78,0.04,-0.04,0,0.74,0.04,-0.04,0,2016-07-07,631,18,-18,0,2015,260.189619,54.742430,,,,
1187,K2-8,c,K2-8 c,Transit,5.06416000,0.00041000,-0.00041000,0,0.053200,0.000900,-0.000900,0,,,,,86.700,2.480,-2.480,0,,,,,0.215,0.029,-0.029,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,407.93,11.83,-11.83,0,14.610,0.030,0,4870.00,60.00,-60.00,0,0.78,0.04,-0.04,0,0.74,0.04,-0.04,0,2016-07-07,801,23,-23,0,2016,260.189619,54.742430,,,,
1188,K2-80,b,K2-80 b,Transit,19.09180000,0.00640000,-0.00640000,0,0.135000,0.004000,-0.004000,0,,,,,,,,,,,,,0.179,0.027,-0.027,0,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,201.96,1.76,-1.76,0,12.626,0.090,0,5441.00,249.00,-249.00,0,0.90,0.08,-0.08,0,0.87,0.10,-0.10,0,2016-07-18,,,,,2016,176.612189,-29.482826,16.78,0.80,-0.80,0
1189,K2-80,c,K2-80 c,Transit,5.60500000,0.00110000,-0.00110000,0,0.059600,0.001800,-0.001800,0,,,,,,,,,,,,,0.131,0.021,-0.021,0,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,201.96,1.76,-1.76,0,12.626,0.090,0,5441.00,249.00,-249.00,0,0.90,0.08,-0.08,0,0.87,0.10,-0.10,0,2016-07-18,,,,,2016,176.612189,-29.482826,16.78,0.80,-0.80,0
1190,K2-80,d,K2-80 d,Transit,28.86725300,0.00514000,-0.00462500,0,,,,,,,,,89.397,0.429,-0.768,0,,,,,0.228,0.025,-0.012,0,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,201.96,1.76,-1.76,0,12.626,0.090,0,5441.00,249.00,-249.00,0,0.90,0.08,-0.08,0,0.87,0.10,-0.10,0,2018-02-15,,,,,2018,176.612189,-29.482826,16.78,0.80,-0.80,0
1191,K2-81,b,K2-81 b,Transit,6.10232500,0.00039000,-0.00040700,0,0.059000,0.002000,-0.002000,0,0.060000,0.144406,-0.051854,0,89.290,0.490,-0.570,0,,,,0,0.176,0.012,-0.010,0,03h49m56.52s,57.485489,+14d30m07.9s,14.502200,254.14,2.72,-2.72,0,14.364,0.040,0,4674.13,140.71,-131.16,0,0.75,0.07,-0.07,0,0.63,0.04,-0.03,0,2017-10-26,,,,0,2016,174.634591,-29.936653,,,,
1192,K2-83,b,K2-83 b,Transit,2.74697000,0.00018000,-0.00018000,0,0.030140,0.000410,-0.000410,0,,,,,,,,,,,,,0.111,0.009,-0.009,0,03h59m36.37s,59.901562,+15d33m32.0s,15.558886,125.98,0.51,-0.51,0,14.514,0.020,0,3910.00,49.00,-49.00,0,0.48,0.02,-0.02,0,0.42,0.02,-0.02,0,2016-07-18,,,,,2016,175.581847,-27.513568,,,,
1193,K2-83,c,K2-83 c,Transit,9.99767000,0.00081000,-0.00081000,0,0.071310,0.000960,-0.000960,0,,,,,,,,,,,,,0.132,0.009,-0.009,0,03h59m36.37s,59.901562,+15d33m32.0s,15.558886,125.98,0.51,-0.51,0,14.514,0.020,0,3910.00,49.00,-49.00,0,0.48,0.02,-0.02,0,0.42,0.02,-0.02,0,2016-07-18,,,,,2016,175.581847,-27.513568,,,,
1194,K2-84,b,K2-84 b,Transit,6.42150000,0.00056000,-0.00056000,0,0.066500,0.001600,-0.001600,0,,,,,,,,,,,,,0.215,0.031,-0.031,0,03h43m14.23s,55.809273,+16d38m04.4s,16.634548,287.23,2.27,-2.27,0,13.443,0.060,0,5652.00,154.00,-154.00,0,0.95,0.07,-0.07,0,0.93,0.12,-0.12,0,2016-07-18,,,,,2016,171.581114,-29.579582,7.64,1.42,-1.42,0
1195,K2-84,c,K2-84 c,Transit,27.86000000,0.00520000,-0.00520000,0,0.176800,0.004300,-0.004300,0,,,,,,,,,,,,,0.181,0.029,-0.029,0,03h43m14.23s,55.809273,+16d38m04.4s,16.634548,287.23,2.27,-2.27,0,13.443,0.060,0,5652.00,154.00,-154.00,0,0.95,0.07,-0.07,0,0.93,0.12,-0.12,0,2016-07-18,,,,,2016,171.581114,-29.579582,7.64,1.42,-1.42,0
1196,K2-85,b,K2-85 b,Transit,0.68453300,0.00001800,-0.00001800,0,0.012630,0.000370,-0.000370,0,,,,,,,,,,,,,0.090,0.011,-0.011,0,03h57m51.45s,59.464394,+18d27m54.9s,18.465254,97.49,0.38,-0.38,0,12.831,0.470,0,4268.00,122.00,-122.00,0,0.57,0.05,-0.05,0,0.51,0.04,-0.04,0,2016-07-18,,,,,2016,172.897733,-25.819668,-3.94,0.49,-0.49,0
1197,K2-86,b,K2-86 b,Transit,8.77683000,0.00098000,-0.00098000,0,0.077000,0.002600,-0.002600,0,,,,,,,,,,,,,0.175,0.024,-0.024,0,03h26m12.67s,51.552799,+18d38m08.2s,18.635616,260.61,2.99,-2.99,0,13.167,0.260,0,5482.00,248.00,-248.00,0,0.79,0.08,-0.08,0,0.76,0.09,-0.09,0,2016-07-18,,,,,2016,166.551451,-30.831100,122.52,2.42,-2.42,0
1198,K2-87,b,K2-87 b,Transit,9.72661800,0.00005500,-0.00005500,0,0.094000,0.001000,-0.001000,0,,,,0,87.740,0.170,-0.170,0,,,,0,0.678,0.036,-0.036,0,04h24m56.69s,66.236221,+18d49m38.7s,18.827417,503.60,29.90,-21.90,0,14.134,0.040,0,5747.00,58.00,-49.00,0,1.16,0.04,-0.04,0,1.40,0.08,-0.06,0,2019-01-31,979,28,-28,0,2016,177.290365,-20.815535,,,,
1199,K2-88,b,K2-88 b,Transit,4.61220000,0.00018000,-0.00018000,0,0.034500,0.003000,-0.003000,0,,,,,,,,,,,,,0.110,0.022,-0.022,0,03h39m00.38s,54.751598,+19d07m12.6s,19.120178,110.91,0.82,-0.82,0,15.476,0.053,0,3537.00,93.00,-93.00,0,0.26,0.07,-0.07,0,0.26,0.05,-0.05,0,2016-07-18,,,,,2016,168.792278,-28.463786,,,,
1200,K2-89,b,K2-89 b,Transit,1.09602600,0.00006500,-0.00006500,0,0.014620,0.000510,-0.000510,0,,,,,,,,,,,,,0.055,0.007,-0.007,0,03h48m16.01s,57.066715,+20d27m34.7s,20.459639,86.25,0.31,-0.31,0,14.162,0.050,0,3691.00,51.00,-51.00,0,0.35,0.04,-0.04,0,0.32,0.03,-0.03,0,2016-07-18,,,,,2016,169.552092,-25.997441,15.33,1.27,-1.27,0
1201,K2-9,b,K2-9 b,Transit,18.44980000,0.00150000,-0.00150000,0,0.091000,0.013000,-0.016000,0,,,,,87.983,1.593,-0.080,0,,,,,0.201,0.047,-0.086,0,11h45m03.47s,176.264465,+00d00m19.1s,0.005301,83.16,0.37,-0.37,0,15.630,,0,3390.00,150.00,-150.00,0,0.30,0.14,-0.14,0,0.31,0.11,-0.11,0,2016-01-21,314,67,-64,0,2015,269.759507,58.535094,-31.02,0.15,-0.15,0
1202,K2-90,b,K2-90 b,Transit,13.73331400,0.00008300,-0.00009900,0,0.096000,0.001000,-0.001000,0,,,,0,89.240,0.090,-0.090,0,,,,0,0.232,0.009,-0.009,0,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,134.90,1.70,-1.70,0,13.855,0.040,0,4484.00,58.00,-50.00,0,0.63,0.02,-0.02,0,0.62,0.01,-0.01,0,2019-01-31,502,8,-8,0,2016,169.547707,-23.201181,19.16,0.97,-0.97,0
1203,K2-90,c,K2-90 c,Transit,2.90070600,0.00033100,-0.00031900,0,0.035000,0.001000,-0.001000,0,0.190000,0.211462,-0.153189,0,86.940,1.460,-0.670,0,,,,0,0.116,0.012,-0.010,0,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,134.90,1.70,-1.70,0,13.855,0.040,0,4484.00,58.00,-50.00,0,0.63,0.02,-0.02,0,0.62,0.01,-0.01,0,2017-10-26,,,,0,2016,169.547707,-23.201181,19.16,0.97,-0.97,0
1204,K2-91,b,K2-91 b,Transit,1.41954900,0.00007100,-0.00007100,0,0.016400,0.001100,-0.001100,0,,,,,,,,,,,,,0.098,0.016,-0.016,0,04h12m52.34s,63.218063,+24d12m18.4s,24.205112,62.69,0.28,-0.28,0,15.572,0.055,0,3622.00,104.00,-104.00,0,0.29,0.06,-0.06,0,0.28,0.04,-0.04,0,2016-07-18,,,,,2016,171.029793,-19.324636,,,,
1205,K2-95,b,K2-95 b,Transit,10.13401600,0.00113200,-0.00114300,0,0.069600,0.000600,-0.000600,0,,,,0,,,,0,,,,0,0.346,0.156,-0.156,0,08h37m27.06s,129.362747,+18d58m36.1s,18.976685,180.63,3.93,-3.93,0,15.498,,0,3548.00,59.00,-59.00,0,0.44,0.01,-0.01,0,0.42,0.01,-0.01,0,2018-10-26,383,8,-8,0,2016,206.394180,31.590892,35.85,0.17,-0.17,0
1206,K2-97,b,K2-97 b,Transit,8.40672600,0.00186300,-0.00182700,0,0.086000,0.001100,-0.001100,0,,,,0,,,,0,,,,0,0.947,0.085,-0.085,0,08h31m03.08s,127.762833,+10d50m51.3s,10.847586,869.76,31.37,-31.37,0,12.611,0.031,0,4717.00,73.00,-73.00,0,1.20,0.05,-0.05,0,4.47,0.18,-0.18,0,2018-10-26,1499,39,-39,0,2016,214.287917,26.993117,17.09,0.50,-0.50,0
1207,K2-98,b,K2-98 b,Transit,10.13644800,0.00060900,-0.00059100,0,0.097400,0.000900,-0.000900,0,,,,0,,,,0,,,,0,0.464,0.017,-0.017,0,08h25m57.19s,126.488289,+11d30m40.1s,11.511145,526.31,11.13,-11.13,0,12.166,0.030,0,6172.00,82.00,-82.00,0,1.20,0.03,-0.03,0,1.57,0.04,-0.04,0,2018-10-26,1092,21,-21,0,2016,213.026555,26.138179,76.75,0.00,0.00,0
1208,K2-99,b,K2-99 b,Transit,18.25198500,0.00139900,-0.00139900,0,0.159700,0.001200,-0.001200,0,,,,0,,,,0,,,,0,1.046,0.037,-0.037,0,13h55m05.70s,208.773743,-05d26m32.9s,-5.442466,522.29,11.88,-11.88,0,11.149,0.099,0,6217.00,78.00,-78.00,0,1.63,0.04,-0.04,0,2.63,0.07,-0.07,0,2018-10-26,1113,21,-21,0,2016,330.585423,53.976038,-2.08,0.01,-0.01,0
1209,KELT-1,b,KELT-1 b,Transit,1.21751400,0.00001500,-0.00001500,0,0.024660,0.000160,-0.000160,0,0.009900,0.010000,-0.006900,0,87.800,1.300,-1.900,0,27.23000,0.50000,-0.48000,0,1.110,0.032,-0.022,0,00h01m26.91s,0.362142,+39d23m01.7s,39.383808,262.00,14.00,-14.00,0,10.701,0.057,0,6518.00,50.00,,0,1.32,0.03,,0,1.46,0.04,,0,2014-05-14,,,,,2012,112.503911,-22.473520,-14.20,0.20,,0
1210,KELT-10,b,KELT-10 b,Transit,4.16627390,0.00000630,-0.00000630,0,0.052500,0.000860,-0.000970,0,,,,,88.610,0.860,-0.740,0,0.67900,0.03900,-0.03800,0,1.399,0.069,-0.049,0,18h58m11.61s,284.548373,-47d00m11.7s,-47.003242,183.00,14.00,-14.00,0,10.854,0.043,0,5948.00,74.00,-74.00,0,1.11,0.06,-0.06,0,1.21,0.05,-0.04,0,2016-04-28,1377,28,-23,0,2016,349.658550,-20.572320,31.61,1.29,-1.29,0
1211,KELT-11,b,KELT-11 b,Transit,4.73610000,0.00003000,-0.00003000,0,,,,0,0.000700,0.002000,-0.000500,0,85.300,0.200,-0.200,0,0.17100,0.01500,-0.01500,0,1.350,0.100,-0.100,0,10h46m49.74s,161.707260,-09d23m56.5s,-9.399025,98.00,5.00,-5.00,0,8.040,,0,5375.00,25.00,-25.00,0,1.44,0.07,-0.07,0,2.69,0.04,-0.04,0,2019-01-10,,,,0,2017,259.030986,42.606304,35.00,0.10,-0.10,0
1212,KELT-12,b,KELT-12 b,Transit,5.03162300,0.00003200,-0.00003100,0,0.067080,0.000970,-0.001300,0,0.000000,,,0,84.470,1.100,-0.950,0,0.95000,0.14000,-0.14000,0,1.780,0.170,-0.160,0,17h50m33.72s,267.640503,+36d34m12.8s,36.570232,360.00,25.00,-25.00,0,10.590,0.050,0,6279.00,51.00,-51.00,0,1.59,0.07,-0.09,0,2.37,0.17,-0.17,0,2017-04-27,1800,57,-57,0,2017,62.189099,27.342882,-23.60,0.10,-0.10,0
1213,KELT-14,b,KELT-14 b,Transit,1.71005660,0.00000320,-0.00000260,0,0.030050,0.000310,-0.000310,0,0.000000,,,0,78.300,0.300,-0.300,0,1.28400,0.03200,-0.03200,0,1.743,0.047,-0.047,0,07h13m12.36s,108.301485,-42d24m35.1s,-42.409744,266.00,10.00,-10.00,0,11.000,,0,5720.00,130.00,-130.00,0,1.24,0.04,-0.04,0,1.52,0.03,-0.03,0,2016-06-03,1970,50,-50,0,2016,253.629793,-14.194096,34.59,0.00,0.00,0
1214,KELT-15,b,KELT-15 b,Transit,3.32944000,0.00001600,-0.00001600,0,,,,0,0.000000,,,0,88.300,1.450,-1.450,0,1.31000,0.43000,-0.43000,0,1.740,0.200,-0.200,0,07h49m39.61s,117.415037,-52d07m13.6s,-52.120453,291.00,30.00,-30.00,0,11.189,0.050,0,6003.00,54.00,-54.00,0,2.06,0.75,-0.75,0,1.78,0.21,-0.21,0,2018-04-26,,,,0,2016,265.372256,-12.860226,12.20,0.11,-0.11,0
1215,KELT-16,b,KELT-16 b,Transit,0.96899510,0.00000240,-0.00000240,0,0.020440,0.000240,-0.000260,0,0.000000,,,0,84.400,3.000,-2.300,0,2.75000,0.16000,-0.15000,0,1.415,0.084,-0.067,0,20h57m04.44s,314.268494,+31d39m39.7s,31.661034,450.28,5.61,-5.61,0,11.898,0.030,0,6236.00,54.00,-54.00,0,1.21,0.04,-0.05,0,1.36,0.06,-0.05,0,2017-02-09,2453,55,-47,0,2017,75.592223,-8.942192,-29.70,0.10,-0.10,0
1216,KELT-17,b,KELT-17 b,Transit,3.08017160,0.00000530,-0.00000520,0,0.048810,0.000650,-0.000610,0,,,,,84.870,0.450,-0.430,0,1.31000,0.28000,-0.29000,0,1.525,0.065,-0.060,0,08h22m28.21s,125.617523,+13d44m07.1s,13.735319,210.00,10.00,-10.00,0,9.286,0.051,0,7454.00,49.00,-49.00,0,1.64,0.07,-0.06,0,1.65,0.06,-0.06,0,2016-09-08,2087,32,-33,0,2016,210.377267,26.276690,28.00,0.10,-0.10,0
1217,KELT-18,b,KELT-18 b,Transit,2.87175180,0.00000280,-0.00000280,0,0.045500,0.000670,-0.000690,0,0.000000,,,0,88.860,0.790,-1.200,0,1.18000,0.11000,-0.11000,0,1.570,0.042,-0.036,0,14h26m05.76s,216.524017,+59d26m39.4s,59.444275,311.00,14.00,-14.00,0,10.117,0.022,0,6670.00,120.00,-120.00,0,1.52,0.07,-0.07,0,1.91,0.04,-0.04,0,2017-04-27,2085,39,-38,0,2017,102.714578,53.810394,-11.60,0.10,-0.10,0
1218,KELT-19 A,b,KELT-19 A b,Transit,4.61170930,0.00000880,-0.00000880,0,0.063700,0.003100,-0.002700,0,,,,0,85.410,0.340,-0.310,0,4.07000,,,1,1.910,0.110,-0.110,0,07h26m02.28s,111.509499,+07d36m56.9s,7.615806,302.80,4.66,-4.66,0,9.885,0.040,0,7500.00,110.00,-110.00,0,1.62,0.25,-0.20,0,1.83,0.10,-0.10,0,2018-01-11,1935,38,-38,0,2017,210.012382,11.134040,-8.50,0.50,-0.50,0
1219,KELT-2 A,b,KELT-2 A b,Transit,4.11379000,0.00001000,-0.00001000,0,,,,0,0.000000,,,0,88.600,1.200,-1.200,0,1.70000,0.22000,-0.22000,0,1.350,0.080,-0.080,0,06h10m39.35s,92.663948,+30d57m25.7s,30.957144,134.57,0.80,-0.80,0,8.713,0.016,0,6327.00,80.00,-80.00,0,1.54,0.28,-0.28,0,1.93,0.10,-0.10,0,2018-04-26,,,,0,2012,180.950233,5.708274,-47.30,0.30,-0.30,0
1220,KELT-20,b,KELT-20 b,Transit,3.47410850,0.00000190,-0.00000190,0,0.054200,0.001400,-0.002100,0,,,,0,86.120,0.280,-0.270,0,3.38200,,,1,1.741,0.069,-0.074,0,19h38m38.74s,294.661407,+31d13m09.2s,31.219225,139.70,6.60,-6.60,0,7.580,0.010,0,8720.00,250.00,-260.00,0,1.76,0.14,-0.19,0,1.56,0.06,-0.06,0,2017-11-02,2262,73,-73,0,2017,65.807642,4.627392,-23.30,0.30,-0.30,0
1221,KELT-21,b,KELT-21 b,Transit,3.61276470,0.00000330,-0.00000330,0,0.052240,0.000350,-0.000340,0,0.000000,,,0,86.460,0.380,-0.340,0,3.91000,,,1,1.586,0.039,-0.040,0,20h19m12.01s,304.800049,+32d34m51.7s,32.581039,415.00,49.00,-49.00,0,,,,7598.00,81.00,-84.00,0,1.46,0.03,-0.03,0,1.64,0.03,-0.03,0,2018-02-01,2051,29,-30,0,2018,71.481335,-1.986424,-13.00,1.00,-1.00,0
1222,KELT-3,b,KELT-3 b,Transit,2.70339000,0.00001000,-0.00001000,0,,,,0,0.000000,,,0,84.140,0.570,-0.570,0,1.94000,0.33000,-0.33000,0,1.560,0.110,-0.110,0,09h54m34.40s,148.643324,+40d23m17.0s,40.388069,178.00,16.00,-16.00,0,9.873,0.029,0,6304.00,49.00,-49.00,0,1.96,0.50,-0.50,0,1.70,0.12,-0.12,0,2018-04-26,,,,0,2013,181.255379,51.380378,27.90,0.20,-0.20,0
1223,KELT-4 A,b,KELT-4 A b,Transit,2.98959320,0.00000490,-0.00000490,0,0.043170,0.000790,-0.000740,0,0.000000,,,0,83.160,0.220,-0.210,0,0.90200,0.06000,-0.05900,0,1.699,0.046,-0.045,0,10h28m15.01s,157.062546,+25d34m23.5s,25.573189,210.00,10.00,-10.00,0,9.980,0.030,0,6206.00,75.00,-75.00,0,1.20,0.07,-0.06,0,1.60,0.04,-0.04,0,2016-02-25,1823,27,-27,0,2016,207.458036,57.992564,-23.50,0.10,-0.10,0
1224,KELT-6,b,KELT-6 b,Transit,7.84570000,0.00020000,-0.00020000,0,,,,0,0.220000,0.110000,-0.110000,0,88.810,0.850,-0.850,0,0.52000,0.12000,-0.12000,0,1.300,0.090,-0.090,0,13h03m55.65s,195.981868,+30d38m24.2s,30.640051,222.00,8.00,-8.00,0,10.418,0.047,0,6102.00,43.00,-43.00,0,1.42,0.46,-0.46,0,1.73,0.12,-0.12,0,2018-04-26,,,,0,2014,85.774049,85.550070,1.10,0.20,-0.20,0
1225,KELT-6,c,KELT-6 c,Radial Velocity,1276.00000000,81.00000000,-67.00000000,0,2.390000,0.110000,-0.110000,0,0.210000,0.039000,-0.036000,0,,,,,3.71000,0.21000,-0.21000,0,,,,,13h03m55.65s,195.981868,+30d38m24.2s,30.640051,222.00,8.00,-8.00,0,10.418,0.047,0,6102.00,43.00,-43.00,0,1.42,0.46,-0.46,0,1.73,0.12,-0.12,0,2015-09-03,,,,,2015,85.774049,85.550070,1.10,0.20,-0.20,0
1226,KELT-7,b,KELT-7 b,Transit,2.73477000,0.00000400,-0.00000400,0,,,,0,0.000000,,,0,83.760,0.380,-0.380,0,1.39000,0.22000,-0.22000,0,1.600,0.060,-0.060,0,05h13m10.93s,78.295532,+33d19m05.4s,33.318165,129.00,8.00,-8.00,0,8.540,0.030,0,6768.00,7.00,-7.00,0,1.76,0.25,-0.25,0,1.81,0.07,-0.07,0,2018-04-26,,,,0,2015,172.512602,-3.364988,31.40,5.30,-5.30,0
1227,KELT-8,b,KELT-8 b,Transit,3.24406000,0.00016000,-0.00016000,0,,,,0,0.040000,0.050000,-0.050000,0,82.650,0.900,-0.900,0,0.66000,0.12000,-0.12000,0,1.620,0.100,-0.100,0,18h53m13.32s,283.305510,+24d07m38.6s,24.127380,236.00,9.00,-9.00,0,10.833,0.054,0,5754.00,54.00,-54.00,0,0.81,0.21,-0.21,0,1.46,0.08,-0.08,0,2018-04-26,,,,0,2015,54.841048,10.373807,-31.20,0.30,-0.30,0
1228,KELT-9,b,KELT-9 b,Transit,1.48112350,0.00000110,-0.00000110,0,0.034620,0.001100,-0.000930,0,0.000000,,,0,86.790,0.250,-0.250,0,2.88000,0.84000,-0.84000,0,1.891,0.061,-0.053,0,20h31m26.35s,307.859802,+39d56m19.8s,39.938828,188.70,18.20,-18.20,0,7.550,0.010,0,10170.00,450.00,-450.00,0,2.52,0.25,-0.20,0,2.36,0.07,-0.06,0,2017-06-05,4050,180,-180,0,2017,78.912768,0.248612,-20.57,0.10,-0.10,0
1229,KIC 10001893,b,KIC 10001893 b,Orbital Brightness Modulation,0.21970000,,,0,,,,,,,,,,,,,,,,,,,,,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,1758.47,161.58,-161.58,0,15.846,,0,27500.00,200.00,-500.00,0,,,,,,,,,2014-10-03,,,,,2014,77.730385,16.585913,25.00,,,1
1230,KIC 10001893,c,KIC 10001893 c,Orbital Brightness Modulation,0.32528000,,,0,,,,,,,,,,,,,,,,,,,,,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,1758.47,161.58,-161.58,0,15.846,,0,27500.00,200.00,-500.00,0,,,,,,,,,2014-10-03,,,,,2014,77.730385,16.585913,25.00,,,1
1231,KIC 10001893,d,KIC 10001893 d,Orbital Brightness Modulation,0.81161000,,,0,,,,,,,,,,,,,,,,,,,,,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,1758.47,161.58,-161.58,0,15.846,,0,27500.00,200.00,-500.00,0,,,,,,,,,2014-10-03,,,,,2014,77.730385,16.585913,25.00,,,1
1232,KIC 10525077,b,KIC 10525077 b,Transit,854.08300000,0.01628000,-0.01697000,0,,,,,,,,,89.861,0.096,-0.098,0,,,,,0.491,0.080,-0.071,0,19h09m30.74s,287.378077,+47d46m16.3s,47.771187,1464.12,55.29,-51.54,0,15.355,,0,6091.00,164.00,-213.00,0,1.01,0.12,-0.12,0,1.01,0.10,-0.10,0,2016-01-05,,,,,2015,78.488525,16.888976,,,,
1233,KIC 3558849,b,KIC 3558849 b,Transit,1322.30000000,386.10000000,-11.20000000,0,,,,,,,,,89.973,0.023,-0.031,0,,,,,0.616,0.089,-0.080,0,19h39m47.96s,294.949847,+38d36m18.7s,38.605197,1215.64,33.52,-31.85,0,14.218,,0,6175.00,168.00,-194.00,0,0.98,0.11,-0.11,0,1.01,0.11,-0.11,0,2016-01-05,,,,,2015,72.433857,7.980663,,,,
1234,KIC 5437945,b,KIC 5437945 b,Transit,440.78130000,0.00563000,-0.00577000,0,,,,,,,,,89.904,0.066,-0.086,0,,,,,0.571,0.143,-0.143,0,19h13m53.97s,288.474857,+40d39m04.9s,40.651357,848.00,326.81,-118.17,0,13.771,,0,6340.00,176.00,-199.00,0,1.07,0.17,-0.17,0,1.24,0.29,-0.29,0,2016-01-05,,,,,2015,72.033157,13.354994,,,,
1235,KIC 5951458,b,KIC 5951458 b,Transit,1320.10000000,12401.80000000,-152.50000000,0,,,,,,,,,89.799,0.090,-0.120,0,,,,,0.589,2.346,-0.375,0,19h15m57.98s,288.991582,+41d13m22.9s,41.223038,742.54,12.26,-11.89,0,12.713,,0,6258.00,170.00,-183.00,0,0.98,0.21,-0.21,0,1.52,0.82,-0.82,0,2016-01-05,,,,,2015,72.734102,13.237299,-23.02,1.34,-1.34,0
